site,subsite,pit,pitID,depth,root
CA,MC,M,CAMCM,1,0.59
CA,MC,M,CAMCM,2,0.7
CA,MC,M,CAMCM,3,0.63
CA,MC,M,CAMCM,4,0.76
CA,MC,M,CAMCM,5,0.4
CA,MC,M,CAMCM,6,0.5
CA,MC,M,CAMCM,7,0.46
CA,MC,M,CAMCM,8,0.5
CA,MC,M,CAMCM,9,0.5
CA,MC,M,CAMCM,10,0.44
CA,MC,M,CAMCM,11,0.97
CA,MC,M,CAMCM,12,0.91
CA,MC,M,CAMCM,13,0.82
CA,MC,M,CAMCM,14,0.87
CA,MC,M,CAMCM,15,0.84
CA,MC,M,CAMCM,16,0.84
CA,MC,M,CAMCM,17,0.44
CA,MC,M,CAMCM,18,0.57
CA,MC,M,CAMCM,19,0.46
CA,MC,M,CAMCM,20,0.67
CA,MC,M,CAMCM,21,0.78
CA,MC,M,CAMCM,22,0.7
CA,MC,M,CAMCM,23,0.78
CA,MC,M,CAMCM,24,0.74
CA,MC,M,CAMCM,25,0.7
CA,MC,M,CAMCM,26,0.74
CA,MC,M,CAMCM,27,0.67
CA,MC,M,CAMCM,28,0.74
CA,MC,M,CAMCM,29,0.67
CA,MC,M,CAMCM,30,0.67
CA,MC,M,CAMCM,31,0.67
CA,MC,M,CAMCM,32,0.7
CA,MC,M,CAMCM,33,0.57
CA,MC,M,CAMCM,34,0.7
CA,MC,M,CAMCM,35,0.59
CA,MC,M,CAMCM,36,0.68
CA,MC,M,CAMCM,37,0.5
CA,MC,M,CAMCM,38,0.63
CA,MC,M,CAMCM,39,0.63
CA,MC,M,CAMCM,40,0.72
CA,MC,M,CAMCM,41,0.88
CA,MC,M,CAMCM,42,0.7
CA,MC,M,CAMCM,43,0.79
CA,MC,M,CAMCM,44,0.77
CA,MC,M,CAMCM,45,0.7
CA,MC,M,CAMCM,46,0.77
CA,MC,M,CAMCM,47,0.68
CA,MC,M,CAMCM,48,0.7
CA,MC,M,CAMCM,49,0.68
CA,MC,M,CAMCM,50,0.66
CA,MC,M,CAMCM,51,0.66
CA,MC,M,CAMCM,52,0.68
CA,MC,M,CAMCM,53,0.7
CA,MC,M,CAMCM,54,0.66
CA,MC,M,CAMCM,55,0.59
CA,MC,M,CAMCM,56,0.68
CA,MC,M,CAMCM,57,0.66
CA,MC,M,CAMCM,58,0.52
CA,MC,M,CAMCM,59,0.37
CA,MC,M,CAMCM,60,0.5
CA,MC,M,CAMCM,61,0.43
CA,MC,M,CAMCM,62,0.5
CA,MC,M,CAMCM,63,0.63
CA,MC,R,CAMCR,1,1.1
CA,MC,R,CAMCR,2,1.08
CA,MC,R,CAMCR,3,1.03
CA,MC,R,CAMCR,4,1.06
CA,MC,R,CAMCR,5,0.66
CA,MC,R,CAMCR,6,0.67
CA,MC,R,CAMCR,7,0.64
CA,MC,R,CAMCR,8,0.6
CA,MC,R,CAMCR,9,0.54
CA,MC,R,CAMCR,10,0.64
CA,MC,R,CAMCR,11,0.86
CA,MC,R,CAMCR,12,0.9
CA,MC,R,CAMCR,13,0.91
CA,MC,R,CAMCR,14,0.88
CA,MC,R,CAMCR,15,0.84
CA,MC,R,CAMCR,16,0.8
CA,MC,R,CAMCR,17,0.97
CA,MC,R,CAMCR,18,0.84
CA,MC,R,CAMCR,19,0.88
CA,MC,R,CAMCR,20,0.86
CA,MC,R,CAMCR,21,0.79
CA,MC,R,CAMCR,22,0.79
CA,MC,R,CAMCR,23,0.79
CA,MC,R,CAMCR,24,0.79
CA,MC,R,CAMCR,25,0.8
CA,MC,R,CAMCR,26,0.9
CA,MC,R,CAMCR,27,0.87
CA,MC,R,CAMCR,28,0.91
CA,MC,R,CAMCR,29,0.89
CA,MC,R,CAMCR,30,0.76
CA,MC,R,CAMCR,31,0.78
CA,MC,R,CAMCR,32,0.91
CA,MC,R,CAMCR,33,0.74
CA,MC,R,CAMCR,34,0.74
CA,MC,R,CAMCR,35,0.63
CA,MC,R,CAMCR,36,0.61
CA,MC,R,CAMCR,37,0.7
CA,MC,R,CAMCR,38,0.67
CA,MC,R,CAMCR,39,0.63
CA,MC,R,CAMCR,40,0.59
CA,MC,R,CAMCR,41,0.61
CA,MC,R,CAMCR,42,0.42
CA,MC,R,CAMCR,43,0.48
CA,MC,R,CAMCR,44,0.54
CA,MC,R,CAMCR,45,0.43
CA,MC,R,CAMCR,46,0.48
CA,MC,R,CAMCR,47,0.56
CA,MC,R,CAMCR,48,0.48
CA,MC,R,CAMCR,49,0.6
CA,MC,R,CAMCR,50,0.47
CA,MC,R,CAMCR,51,0.31
CA,MC,R,CAMCR,52,0.37
CA,MC,R,CAMCR,53,0.56
CA,MC,R,CAMCR,54,0.56
CA,MC,R,CAMCR,55,0.43
CA,MC,R,CAMCR,56,0.45
CA,MC,R,CAMCR,57,0.45
CA,MC,R,CAMCR,58,0.37
CA,MC,R,CAMCR,59,0.43
CA,MC,R,CAMCR,60,0.31
CA,MC,R,CAMCR,61,0.45
CA,MC,R,CAMCR,62,0.41
CA,MC,R,CAMCR,63,0.43
CA,MC,R,CAMCR,64,0.39
CA,MC,R,CAMCR,65,0.43
CA,MC,R,CAMCR,66,0.43
CA,MC,R,CAMCR,67,0.31
CA,MC,R,CAMCR,68,0.31
CA,MC,R,CAMCR,69,0.31
CA,MC,R,CAMCR,70,0.43
CA,MC,R,CAMCR,71,0.45
CA,MC,R,CAMCR,72,0.45
CA,MC,R,CAMCR,73,0.37
CA,MC,R,CAMCR,74,0.7
CA,MC,R,CAMCR,75,0.64
CA,MC,R,CAMCR,76,0.66
CA,MC,R,CAMCR,77,0.6
CA,MC,R,CAMCR,78,0.4
CA,MC,R,CAMCR,79,0.53
CA,MC,R,CAMCR,80,0.36
CA,MC,R,CAMCR,81,0.41
CA,MC,R,CAMCR,82,0.47
CA,MC,R,CAMCR,83,0.62
CA,MC,R,CAMCR,84,0.62
CA,MC,R,CAMCR,85,0.45
CA,MC,R,CAMCR,86,0.47
CA,MC,R,CAMCR,87,0.62
CA,MC,R,CAMCR,88,0.56
CA,MC,R,CAMCR,89,0.62
CA,MC,R,CAMCR,90,0.69
CA,MC,R,CAMCR,91,0.8
CA,MC,R,CAMCR,92,0.69
CA,MC,R,CAMCR,93,0.71
CA,MC,T,CAMCT,1,0.75
CA,MC,T,CAMCT,2,0.83
CA,MC,T,CAMCT,3,0.72
CA,MC,T,CAMCT,4,0.69
CA,MC,T,CAMCT,5,0.37
CA,MC,T,CAMCT,6,0.35
CA,MC,T,CAMCT,7,0.34
CA,MC,T,CAMCT,8,0.4
CA,MC,T,CAMCT,9,0.35
CA,MC,T,CAMCT,10,0.31
CA,MC,T,CAMCT,11,0.54
CA,MC,T,CAMCT,12,0.62
CA,MC,T,CAMCT,13,0.64
CA,MC,T,CAMCT,14,0.7
CA,MC,T,CAMCT,15,0.7
CA,MC,T,CAMCT,16,0.81
CA,MC,T,CAMCT,17,0.83
CA,MC,T,CAMCT,18,0.81
CA,MC,T,CAMCT,19,0.85
CA,MC,T,CAMCT,20,0.88
CA,MC,T,CAMCT,21,0.8
CA,MC,T,CAMCT,22,0.64
CA,MC,T,CAMCT,23,0.69
CA,MC,T,CAMCT,24,0.58
CA,MC,T,CAMCT,25,0.58
CA,MC,T,CAMCT,26,0.59
CA,MC,T,CAMCT,27,0.61
CA,MC,T,CAMCT,28,0.58
CA,MC,T,CAMCT,29,0.56
CA,MC,T,CAMCT,30,0.77
CA,MC,T,CAMCT,31,0.73
CA,MC,T,CAMCT,32,0.7
CA,MC,T,CAMCT,33,0.75
CA,MC,T,CAMCT,34,0.67
CA,MC,T,CAMCT,35,0.59
CA,MC,T,CAMCT,36,0.77
CA,MC,T,CAMCT,37,0.73
CA,MC,T,CAMCT,38,0.59
CA,MC,T,CAMCT,39,0.53
CA,MC,T,CAMCT,40,0.4
CA,MC,T,CAMCT,41,0.39
CA,MC,T,CAMCT,42,0.29
CA,MC,T,CAMCT,43,0.43
CA,MC,T,CAMCT,44,0.29
CA,MC,T,CAMCT,45,0.37
CA,MC,T,CAMCT,46,0.26
CA,MC,T,CAMCT,47,0.43
CA,MC,T,CAMCT,48,0.48
CA,MC,T,CAMCT,49,0.48
CA,MC,T,CAMCT,50,0.45
CA,MC,T,CAMCT,51,0.43
CA,MC,T,CAMCT,52,0.42
CA,MC,T,CAMCT,53,0.4
CA,MC,T,CAMCT,54,0.34
CA,MC,T,CAMCT,55,0.25
CA,MC,T,CAMCT,56,0.26
CA,MC,T,CAMCT,57,0.21
CA,MC,T,CAMCT,58,0.17
CA,MC,T,CAMCT,59,0.23
CA,MC,T,CAMCT,60,0.21
CA,MC,T,CAMCT,61,0.3
CA,MC,T,CAMCT,62,0.37
CA,MC,T,CAMCT,63,0.32
CA,MC,T,CAMCT,64,0.28
CA,MC,T,CAMCT,65,0.21
CA,MC,T,CAMCT,66,0.25
CA,MC,T,CAMCT,67,0.23
CA,MC,T,CAMCT,68,0.35
CA,MC,T,CAMCT,69,0.23
CA,MC,T,CAMCT,70,0.25
CA,MC,T,CAMCT,71,0.35
CA,MC,T,CAMCT,72,0.3
CA,MC,T,CAMCT,73,0.32
CA,MC,T,CAMCT,74,0.37
CA,MC,T,CAMCT,75,0.37
CA,MC,T,CAMCT,76,0.43
CA,MC,T,CAMCT,77,0.52
CA,MC,T,CAMCT,78,0.35
CA,MC,T,CAMCT,79,0.5
CA,MC,T,CAMCT,80,0.39
CA,MC,T,CAMCT,81,0.35
CA,MC,T,CAMCT,82,0.52
CA,MC,T,CAMCT,83,0.43
CA,MC,T,CAMCT,84,0.48
CA,MC,T,CAMCT,85,0.57
CA,MC,T,CAMCT,86,0.39
CA,MC,T,CAMCT,87,0.41
CA,MC,T,CAMCT,88,0.39
CA,MC,T,CAMCT,89,0.45
CA,MC,T,CAMCT,90,0.4
CA,MC,T,CAMCT,91,0.47
CA,MC,T,CAMCT,92,0.53
CA,MC,T,CAMCT,93,0.47
CA,MC,T,CAMCT,94,0.36
CA,MC,T,CAMCT,95,0.3
CA,MC,T,CAMCT,96,0.25
CA,MC,T,CAMCT,97,0.31
CA,MC,T,CAMCT,98,0.18
CA,MC,T,CAMCT,99,0.27
CA,MC,T,CAMCT,100,0.23
CA,MC,T,CAMCT,101,0.27
CA,MC,T,CAMCT,102,0.29
CA,MC,T,CAMCT,103,0.31
CA,MC,T,CAMCT,104,0.29
CA,MC,T,CAMCT,105,0.25
CA,MC,T,CAMCT,106,0.23
CA,MC,T,CAMCT,107,0.27
CA,MC,T,CAMCT,108,0.37
CA,MC,T,CAMCT,109,0.39
CA,MC,T,CAMCT,110,0.22
CA,MC,T,CAMCT,111,0.26
CA,MC,T,CAMCT,112,0.2
CA,MC,T,CAMCT,113,0.28
CA,MC,T,CAMCT,114,0.53
CA,MC,T,CAMCT,115,0.45
CA,MC,T,CAMCT,116,0.51
CA,MC,T,CAMCT,117,0.69
CA,MC,T,CAMCT,118,0.47
CA,MC,T,CAMCT,119,0.41
CA,MC,T,CAMCT,120,0.31
CA,MC,T,CAMCT,121,0.41
CA,SD,T,CASDT,1,0.52
CA,SD,T,CASDT,2,0.59
CA,SD,T,CASDT,3,0.75
CA,SD,T,CASDT,4,0.7
CA,SD,T,CASDT,5,0.47
CA,SD,T,CASDT,6,0.35
CA,SD,T,CASDT,7,0.27
CA,SD,T,CASDT,8,0.28
CA,SD,T,CASDT,9,0.28
CA,SD,T,CASDT,10,0.3
CA,SD,T,CASDT,11,0.41
CA,SD,T,CASDT,12,0.45
CA,SD,T,CASDT,13,0.42
CA,SD,T,CASDT,14,0.52
CA,SD,T,CASDT,15,0.47
CA,SD,T,CASDT,16,0.45
CA,SD,T,CASDT,17,0.45
CA,SD,T,CASDT,18,0.45
CA,SD,T,CASDT,19,0.52
CA,SD,T,CASDT,20,0.44
CA,SD,T,CASDT,21,0.59
CA,SD,T,CASDT,22,0.61
CA,SD,T,CASDT,23,0.47
CA,SD,T,CASDT,24,0.47
CA,SD,T,CASDT,25,0.55
CA,SD,T,CASDT,26,0.48
CA,SD,T,CASDT,27,0.35
CA,SD,T,CASDT,28,0.47
CA,SD,T,CASDT,29,0.44
CA,SD,T,CASDT,30,0.61
CA,SD,T,CASDT,31,0.54
CA,SD,T,CASDT,32,0.36
CA,SD,T,CASDT,33,0.39
CA,SD,T,CASDT,34,0.39
CA,SD,T,CASDT,35,0.44
CA,SD,T,CASDT,36,0.54
CA,SD,T,CASDT,37,0.54
CA,SD,T,CASDT,38,0.52
CA,SD,T,CASDT,39,0.59
CA,SD,T,CASDT,40,0.37
CA,SD,T,CASDT,41,0.59
CA,SD,T,CASDT,42,0.59
CA,SD,T,CASDT,43,0.55
CA,SD,T,CASDT,44,0.43
CA,SD,T,CASDT,45,0.57
CA,SD,T,CASDT,46,0.41
CA,SD,T,CASDT,47,0.52
CA,SD,T,CASDT,48,0.41
CA,SD,T,CASDT,49,0.43
CA,SD,T,CASDT,50,0.46
CA,SD,T,CASDT,51,0.34
CA,SD,T,CASDT,52,0.43
CA,SD,T,CASDT,53,0.39
CA,SD,T,CASDT,54,0.54
CA,SD,T,CASDT,55,0.55
CA,SD,T,CASDT,56,0.48
CA,SD,T,CASDT,57,0.45
CA,SD,T,CASDT,58,0.43
CA,SD,T,CASDT,59,0.52
CA,SD,T,CASDT,60,0.45
CA,SD,T,CASDT,61,0.48
CA,SD,T,CASDT,62,0.46
CA,SD,T,CASDT,63,0.46
CA,SD,T,CASDT,64,0.5
CA,SD,T,CASDT,65,0.43
CA,SD,T,CASDT,66,0.48
CA,SD,T,CASDT,67,0.45
CA,SD,T,CASDT,68,0.54
CA,SD,T,CASDT,69,0.45
CA,SD,T,CASDT,70,0.43
CA,SD,T,CASDT,71,0.41
CA,SD,T,CASDT,72,0.41
CA,SD,T,CASDT,73,0.41
CA,SD,T,CASDT,74,0.5
CA,SD,T,CASDT,75,0.5
CA,SD,T,CASDT,76,0.42
CA,SD,T,CASDT,77,0.38
CA,SD,T,CASDT,78,0.31
CA,SD,T,CASDT,79,0.26
CA,SD,T,CASDT,80,0.43
CA,SD,T,CASDT,81,0.54
CA,SD,T,CASDT,82,0.38
CA,SD,T,CASDT,83,0.33
CA,SD,T,CASDT,84,0.49
CA,SD,T,CASDT,85,0.47
LUQ,EV,M,LUQEVM,1,0.8
LUQ,EV,M,LUQEVM,2,0.9
LUQ,EV,M,LUQEVM,3,0.95
LUQ,EV,M,LUQEVM,4,0.92
LUQ,EV,M,LUQEVM,5,0.68
LUQ,EV,M,LUQEVM,6,0.68
LUQ,EV,M,LUQEVM,7,0.75
LUQ,EV,M,LUQEVM,8,0.7
LUQ,EV,M,LUQEVM,9,0.65
LUQ,EV,M,LUQEVM,10,0.7
LUQ,EV,M,LUQEVM,11,0.62
LUQ,EV,M,LUQEVM,12,0.6
LUQ,EV,M,LUQEVM,13,0.8
LUQ,EV,M,LUQEVM,14,0.8
LUQ,EV,M,LUQEVM,15,0.68
LUQ,EV,M,LUQEVM,16,0.72
LUQ,EV,M,LUQEVM,17,0.88
LUQ,EV,M,LUQEVM,18,0.7
LUQ,EV,M,LUQEVM,19,0.7
LUQ,EV,M,LUQEVM,20,0.65
LUQ,EV,M,LUQEVM,21,0.82
LUQ,EV,M,LUQEVM,22,0.68
LUQ,EV,M,LUQEVM,23,0.72
LUQ,EV,M,LUQEVM,24,0.72
LUQ,EV,M,LUQEVM,25,0.75
LUQ,EV,M,LUQEVM,26,0.65
LUQ,EV,M,LUQEVM,27,0.68
LUQ,EV,M,LUQEVM,28,0.68
LUQ,EV,M,LUQEVM,29,0.6
LUQ,EV,M,LUQEVM,30,0.7
LUQ,EV,M,LUQEVM,31,0.65
LUQ,EV,M,LUQEVM,32,0.62
LUQ,EV,M,LUQEVM,33,0.6
LUQ,EV,M,LUQEVM,34,0.7
LUQ,EV,M,LUQEVM,35,0.72
LUQ,EV,M,LUQEVM,36,0.62
LUQ,EV,M,LUQEVM,37,0.7
LUQ,EV,M,LUQEVM,38,0.5
LUQ,EV,M,LUQEVM,39,0.62
LUQ,EV,M,LUQEVM,40,0.35
LUQ,EV,M,LUQEVM,41,0.52
LUQ,EV,M,LUQEVM,42,0.58
LUQ,EV,M,LUQEVM,43,0.3
LUQ,EV,M,LUQEVM,44,0.35
LUQ,EV,M,LUQEVM,45,0.35
LUQ,EV,M,LUQEVM,46,0.42
LUQ,EV,M,LUQEVM,47,0.5
LUQ,EV,M,LUQEVM,48,0.45
LUQ,EV,M,LUQEVM,49,0.5
LUQ,EV,M,LUQEVM,50,0.42
LUQ,EV,M,LUQEVM,51,0.45
LUQ,EV,M,LUQEVM,52,0.51
LUQ,EV,M,LUQEVM,53,0.61
LUQ,EV,M,LUQEVM,54,0.67
LUQ,EV,M,LUQEVM,55,0.53
LUQ,EV,M,LUQEVM,56,0.64
LUQ,EV,M,LUQEVM,57,0.45
LUQ,EV,M,LUQEVM,58,0.85
LUQ,EV,M,LUQEVM,59,0.91
LUQ,EV,M,LUQEVM,60,0.82
LUQ,EV,M,LUQEVM,61,0.74
LUQ,EV,M,LUQEVM,62,0.68
LUQ,EV,M,LUQEVM,63,0.71
LUQ,EV,M,LUQEVM,64,0.54
LUQ,EV,M,LUQEVM,65,0.49
LUQ,EV,M,LUQEVM,66,0.52
LUQ,EV,M,LUQEVM,67,0.68
LUQ,EV,M,LUQEVM,68,0.68
LUQ,EV,M,LUQEVM,69,0.63
LUQ,EV,M,LUQEVM,70,0.63
LUQ,EV,M,LUQEVM,71,0.54
LUQ,EV,M,LUQEVM,72,0.73
LUQ,EV,M,LUQEVM,73,0.59
LUQ,EV,M,LUQEVM,74,0.36
LUQ,EV,M,LUQEVM,75,0.33
LUQ,EV,M,LUQEVM,76,0.33
LUQ,EV,M,LUQEVM,77,0.5
LUQ,EV,M,LUQEVM,78,0.53
LUQ,EV,M,LUQEVM,79,0.79
LUQ,EV,M,LUQEVM,80,0.81
LUQ,EV,M,LUQEVM,81,0.89
LUQ,EV,M,LUQEVM,82,0.75
LUQ,EV,M,LUQEVM,83,0.75
LUQ,EV,M,LUQEVM,84,0.75
LUQ,EV,M,LUQEVM,85,0.68
LUQ,EV,M,LUQEVM,86,0.62
LUQ,EV,M,LUQEVM,87,0.58
LUQ,EV,M,LUQEVM,88,0.43
LUQ,EV,M,LUQEVM,89,0.65
LUQ,EV,M,LUQEVM,90,0.38
LUQ,EV,M,LUQEVM,91,0.6
LUQ,EV,M,LUQEVM,92,0.54
LUQ,EV,M,LUQEVM,93,0.54
LUQ,EV,M,LUQEVM,94,0.54
LUQ,EV,M,LUQEVM,95,0.77
LUQ,EV,M,LUQEVM,96,0.97
LUQ,EV,M,LUQEVM,97,0.64
LUQ,EV,M,LUQEVM,98,0.72
LUQ,EV,M,LUQEVM,99,0.76
LUQ,EV,M,LUQEVM,100,0.78
LUQ,EV,M,LUQEVM,101,0.71
LUQ,EV,M,LUQEVM,102,0.6
LUQ,EV,M,LUQEVM,103,0.63
LUQ,EV,M,LUQEVM,104,0.67
LUQ,EV,M,LUQEVM,105,0.59
LUQ,EV,M,LUQEVM,106,0.73
LUQ,EV,M,LUQEVM,107,0.76
LUQ,EV,M,LUQEVM,108,0.67
LUQ,EV,M,LUQEVM,109,0.69
LUQ,EV,M,LUQEVM,110,0.69
LUQ,EV,M,LUQEVM,111,0.54
LUQ,EV,M,LUQEVM,112,0.6
LUQ,EV,M,LUQEVM,113,0.69
LUQ,EV,M,LUQEVM,114,0.74
LUQ,EV,M,LUQEVM,115,0.71
LUQ,EV,M,LUQEVM,116,0.58
LUQ,EV,M,LUQEVM,117,0.49
LUQ,EV,M,LUQEVM,118,0.51
LUQ,EV,M,LUQEVM,119,0.57
LUQ,EV,M,LUQEVM,120,0.57
LUQ,EV,M,LUQEVM,121,0.48
LUQ,EV,M,LUQEVM,122,0.39
LUQ,EV,M,LUQEVM,123,0.45
LUQ,EV,M,LUQEVM,124,0.52
LUQ,EV,M,LUQEVM,125,0.61
LUQ,EV,M,LUQEVM,126,0.53
LUQ,EV,M,LUQEVM,127,0.67
LUQ,EV,M,LUQEVM,128,0.59
LUQ,EV,M,LUQEVM,129,0.5
LUQ,EV,M,LUQEVM,130,0.48
LUQ,EV,M,LUQEVM,131,0.54
LUQ,EV,M,LUQEVM,132,0.63
LUQ,EV,M,LUQEVM,133,0.54
LUQ,EV,M,LUQEVM,134,0.69
LUQ,EV,M,LUQEVM,135,0.46
LUQ,EV,M,LUQEVM,136,0.52
LUQ,EV,M,LUQEVM,137,0.49
LUQ,EV,M,LUQEVM,138,0.63
LUQ,EV,M,LUQEVM,139,0.51
LUQ,EV,M,LUQEVM,140,0.57
LUQ,EV,M,LUQEVM,141,0.51
LUQ,EV,M,LUQEVM,142,0.57
LUQ,EV,M,LUQEVM,143,0.62
LUQ,EV,M,LUQEVM,144,0.29
LUQ,EV,M,LUQEVM,145,0.33
LUQ,EV,M,LUQEVM,146,0.33
LUQ,EV,M,LUQEVM,147,0.26
LUQ,EV,M,LUQEVM,148,0.29
LUQ,EV,M,LUQEVM,149,0.23
LUQ,EV,R,LUQEVR,1,0.69
LUQ,EV,R,LUQEVR,2,0.81
LUQ,EV,R,LUQEVR,3,0.78
LUQ,EV,R,LUQEVR,4,0.84
LUQ,EV,R,LUQEVR,5,0.73
LUQ,EV,R,LUQEVR,6,0.78
LUQ,EV,R,LUQEVR,7,0.78
LUQ,EV,R,LUQEVR,8,0.71
LUQ,EV,R,LUQEVR,9,0.52
LUQ,EV,R,LUQEVR,10,0.73
LUQ,EV,R,LUQEVR,11,0.86
LUQ,EV,R,LUQEVR,12,0.81
LUQ,EV,R,LUQEVR,13,0.78
LUQ,EV,R,LUQEVR,14,0.6
LUQ,EV,R,LUQEVR,15,0.73
LUQ,EV,R,LUQEVR,16,0.68
LUQ,EV,R,LUQEVR,17,0.68
LUQ,EV,R,LUQEVR,18,0.6
LUQ,EV,R,LUQEVR,19,0.57
LUQ,EV,R,LUQEVR,20,0.6
LUQ,EV,R,LUQEVR,21,0.55
LUQ,EV,R,LUQEVR,22,0.52
LUQ,EV,R,LUQEVR,23,0.49
LUQ,EV,R,LUQEVR,24,0.84
LUQ,EV,R,LUQEVR,25,0.67
LUQ,EV,R,LUQEVR,26,0.64
LUQ,EV,R,LUQEVR,27,0.68
LUQ,EV,R,LUQEVR,28,0.71
LUQ,EV,R,LUQEVR,29,0.6
LUQ,EV,R,LUQEVR,30,0.79
LUQ,EV,R,LUQEVR,31,0.68
LUQ,EV,R,LUQEVR,32,0.79
LUQ,EV,R,LUQEVR,33,0.6
LUQ,EV,R,LUQEVR,34,0.77
LUQ,EV,R,LUQEVR,35,0.68
LUQ,EV,R,LUQEVR,36,0.68
LUQ,EV,R,LUQEVR,37,0.84
LUQ,EV,R,LUQEVR,38,0.66
LUQ,EV,R,LUQEVR,39,0.72
LUQ,EV,R,LUQEVR,40,0.75
LUQ,EV,R,LUQEVR,41,0.69
LUQ,EV,R,LUQEVR,42,0.82
LUQ,EV,R,LUQEVR,43,0.94
LUQ,EV,R,LUQEVR,44,0.82
LUQ,EV,R,LUQEVR,45,0.88
LUQ,EV,R,LUQEVR,46,0.82
LUQ,EV,R,LUQEVR,47,0.88
LUQ,EV,R,LUQEVR,48,0.88
LUQ,EV,R,LUQEVR,49,1.01
LUQ,EV,R,LUQEVR,50,1.01
LUQ,EV,R,LUQEVR,51,0.91
LUQ,EV,R,LUQEVR,52,0.85
LUQ,EV,R,LUQEVR,53,0.79
LUQ,EV,R,LUQEVR,54,0.94
LUQ,EV,R,LUQEVR,55,0.91
LUQ,EV,R,LUQEVR,56,0.75
LUQ,EV,R,LUQEVR,57,0.78
LUQ,EV,R,LUQEVR,58,0.87
LUQ,EV,R,LUQEVR,59,0.91
LUQ,EV,R,LUQEVR,60,0.91
LUQ,EV,R,LUQEVR,61,0.94
LUQ,EV,R,LUQEVR,62,0.87
LUQ,EV,R,LUQEVR,63,0.78
LUQ,EV,R,LUQEVR,64,0.68
LUQ,EV,R,LUQEVR,65,0.81
LUQ,EV,R,LUQEVR,66,0.75
LUQ,EV,R,LUQEVR,67,0.52
LUQ,EV,R,LUQEVR,68,0.71
LUQ,EV,R,LUQEVR,69,0.78
LUQ,EV,R,LUQEVR,70,0.81
LUQ,EV,R,LUQEVR,71,0.75
LUQ,EV,R,LUQEVR,72,0.81
LUQ,EV,R,LUQEVR,73,0.78
LUQ,EV,R,LUQEVR,74,0.7
LUQ,EV,R,LUQEVR,75,0.57
LUQ,EV,R,LUQEVR,76,0.63
LUQ,EV,R,LUQEVR,77,0.47
LUQ,EV,R,LUQEVR,78,0.47
LUQ,EV,R,LUQEVR,79,0.67
LUQ,EV,R,LUQEVR,80,0.63
LUQ,EV,R,LUQEVR,81,0.82
LUQ,EV,R,LUQEVR,82,0.82
LUQ,EV,R,LUQEVR,83,0.82
LUQ,EV,R,LUQEVR,84,0.88
LUQ,EV,R,LUQEVR,85,0.85
LUQ,EV,R,LUQEVR,86,0.48
LUQ,EV,R,LUQEVR,87,0.6
LUQ,EV,R,LUQEVR,88,0.94
LUQ,EV,R,LUQEVR,89,0.72
LUQ,EV,R,LUQEVR,90,0.66
LUQ,EV,R,LUQEVR,91,0.63
LUQ,EV,R,LUQEVR,92,0.65
LUQ,EV,R,LUQEVR,93,0.62
LUQ,EV,R,LUQEVR,94,0.55
LUQ,EV,R,LUQEVR,95,0.49
LUQ,EV,R,LUQEVR,96,0.33
LUQ,EV,R,LUQEVR,97,0.45
LUQ,EV,R,LUQEVR,98,0.52
LUQ,EV,R,LUQEVR,99,0.33
LUQ,EV,R,LUQEVR,100,0.39
LUQ,EV,R,LUQEVR,101,0.5
LUQ,EV,R,LUQEVR,102,0.6
LUQ,EV,R,LUQEVR,103,0.47
LUQ,EV,R,LUQEVR,104,0.71
LUQ,EV,R,LUQEVR,105,0.86
LUQ,EV,R,LUQEVR,106,0.52
LUQ,EV,R,LUQEVR,107,0.37
LUQ,EV,R,LUQEVR,108,0.49
LUQ,EV,R,LUQEVR,109,0.46
LUQ,EV,R,LUQEVR,110,0.44
LUQ,EV,R,LUQEVR,111,0.35
LUQ,EV,R,LUQEVR,112,0.6
LUQ,EV,R,LUQEVR,113,0.51
LUQ,EV,R,LUQEVR,114,0.44
LUQ,EV,R,LUQEVR,115,0.32
LUQ,EV,R,LUQEVR,116,0.51
LUQ,EV,R,LUQEVR,117,0.6
LUQ,EV,R,LUQEVR,118,0.68
LUQ,EV,R,LUQEVR,119,0.75
LUQ,EV,R,LUQEVR,120,0.69
LUQ,EV,R,LUQEVR,121,0.69
LUQ,EV,R,LUQEVR,122,0.72
LUQ,EV,R,LUQEVR,123,0.57
LUQ,EV,R,LUQEVR,124,0.51
LUQ,EV,R,LUQEVR,125,0.42
LUQ,EV,R,LUQEVR,126,0.68
LUQ,EV,R,LUQEVR,127,0.62
LUQ,EV,R,LUQEVR,128,0.58
LUQ,EV,R,LUQEVR,129,0.55
LUQ,EV,R,LUQEVR,130,0.34
LUQ,EV,R,LUQEVR,131,0.69
LUQ,EV,R,LUQEVR,132,0.38
LUQ,EV,R,LUQEVR,133,0.78
LUQ,EV,R,LUQEVR,134,0.5
LUQ,EV,R,LUQEVR,135,0.7
LUQ,EV,R,LUQEVR,136,0.62
LUQ,EV,R,LUQEVR,137,0.46
LUQ,EV,R,LUQEVR,138,0.42
LUQ,EV,R,LUQEVR,139,0.52
LUQ,EV,R,LUQEVR,140,0.67
LUQ,EV,R,LUQEVR,141,0.49
LUQ,EV,R,LUQEVR,142,0.4
LUQ,EV,R,LUQEVR,143,0.62
LUQ,EV,R,LUQEVR,144,0.55
LUQ,EV,R,LUQEVR,145,0.68
LUQ,EV,R,LUQEVR,146,0.68
LUQ,EV,R,LUQEVR,147,0.71
